,episode,episode_reward,step,seed,env
16,160.0,796.7840363240143,160000,12345,hopper_stand
17,170.0,818.8275128059422,170000,12345,hopper_stand
18,180.0,790.1309192606793,180000,12345,hopper_stand
19,190.0,863.59107019247,190000,12345,hopper_stand
20,200.0,859.8380295023105,200000,12345,hopper_stand
21,210.0,864.9723690617877,210000,12345,hopper_stand
22,220.0,861.3230497764085,220000,12345,hopper_stand
23,230.0,898.1147650412432,230000,12345,hopper_stand
24,240.0,889.7502428913156,240000,12345,hopper_stand
25,250.0,860.5566405850302,250000,12345,hopper_stand
26,260.0,894.3348837099644,260000,12345,hopper_stand
27,270.0,910.8143597695116,270000,12345,hopper_stand
28,280.0,884.9955550949372,280000,12345,hopper_stand
29,290.0,889.9245330329331,290000,12345,hopper_stand
30,300.0,804.0471174099564,300000,12345,hopper_stand
31,310.0,896.5523668772508,310000,12345,hopper_stand
32,320.0,916.028989184435,320000,12345,hopper_stand
33,330.0,900.5218844169028,330000,12345,hopper_stand
34,340.0,866.0717287643907,340000,12345,hopper_stand
35,350.0,874.0486527964911,350000,12345,hopper_stand
36,360.0,873.8584413006157,360000,12345,hopper_stand
37,370.0,799.0099538696928,370000,12345,hopper_stand
38,380.0,887.0390049544243,380000,12345,hopper_stand
39,390.0,922.4766119875608,390000,12345,hopper_stand
40,400.0,895.046502447615,400000,12345,hopper_stand
41,410.0,854.6442501246845,410000,12345,hopper_stand
42,420.0,908.4228702644316,420000,12345,hopper_stand
43,430.0,890.9902709663222,430000,12345,hopper_stand
44,440.0,858.1931255081569,440000,12345,hopper_stand
45,450.0,841.9352520851896,450000,12345,hopper_stand
46,460.0,884.1700935988604,460000,12345,hopper_stand
47,470.0,886.3954865707118,470000,12345,hopper_stand
48,480.0,850.256200495711,480000,12345,hopper_stand
49,490.0,866.1708721549621,490000,12345,hopper_stand
50,500.0,917.6206661829758,500000,12345,hopper_stand
0,0.0,0.0,0,23451,cheetah_run_sparse
1,10.0,0.0,10000,23451,cheetah_run_sparse
2,20.0,0.5244400330819461,20000,23451,cheetah_run_sparse
3,30.0,1.120522018239751,30000,23451,cheetah_run_sparse
4,40.0,12.733554906409994,40000,23451,cheetah_run_sparse
5,50.0,12.655073092737686,50000,23451,cheetah_run_sparse
6,60.0,30.986626436729665,60000,23451,cheetah_run_sparse
7,70.0,179.63870845035655,70000,23451,cheetah_run_sparse
8,80.0,252.08194386112763,80000,23451,cheetah_run_sparse
9,90.0,220.32565580937512,90000,23451,cheetah_run_sparse
10,100.0,304.5031382335539,100000,23451,cheetah_run_sparse
11,110.0,318.0774924600547,110000,23451,cheetah_run_sparse
12,120.0,285.95780143867296,120000,23451,cheetah_run_sparse
13,130.0,308.47215042188753,130000,23451,cheetah_run_sparse
14,140.0,405.61932355402837,140000,23451,cheetah_run_sparse
15,150.0,365.7578456628356,150000,23451,cheetah_run_sparse
16,160.0,347.62352866319765,160000,23451,cheetah_run_sparse
17,170.0,404.79356159167287,170000,23451,cheetah_run_sparse
18,180.0,410.3333702118698,180000,23451,cheetah_run_sparse
19,190.0,434.5770741634816,190000,23451,cheetah_run_sparse
20,200.0,464.56988469401153,200000,23451,cheetah_run_sparse
21,210.0,458.48356659527207,210000,23451,cheetah_run_sparse
22,220.0,465.6700307264637,220000,23451,cheetah_run_sparse
23,230.0,461.2693302260731,230000,23451,cheetah_run_sparse
24,240.0,441.70463796666013,240000,23451,cheetah_run_sparse
25,250.0,475.787829871354,250000,23451,cheetah_run_sparse
26,260.0,490.10576519021737,260000,23451,cheetah_run_sparse
27,270.0,499.425636562724,270000,23451,cheetah_run_sparse
28,280.0,501.7774641755529,280000,23451,cheetah_run_sparse
29,290.0,511.815461954121,290000,23451,cheetah_run_sparse
30,300.0,521.1067797196348,300000,23451,cheetah_run_sparse
31,310.0,548.6394269487957,310000,23451,cheetah_run_sparse
32,320.0,531.0838573026997,320000,23451,cheetah_run_sparse
33,330.0,544.3952081031986,330000,23451,cheetah_run_sparse
34,340.0,567.3012699805864,340000,23451,cheetah_run_sparse
35,350.0,561.4725143912123,350000,23451,cheetah_run_sparse
36,360.0,557.1988174694629,360000,23451,cheetah_run_sparse
37,370.0,598.6373823826292,370000,23451,cheetah_run_sparse
38,380.0,596.7151916133922,380000,23451,cheetah_run_sparse
39,390.0,582.9490637635556,390000,23451,cheetah_run_sparse
40,400.0,529.6523584998224,400000,23451,cheetah_run_sparse
41,410.0,637.1320674765199,410000,23451,cheetah_run_sparse
42,420.0,690.3042993469841,420000,23451,cheetah_run_sparse
43,430.0,681.2861612548978,430000,23451,cheetah_run_sparse
44,440.0,708.8737995470958,440000,23451,cheetah_run_sparse
45,450.0,716.5526760495749,450000,23451,cheetah_run_sparse
46,460.0,712.6935663502453,460000,23451,cheetah_run_sparse
47,470.0,740.3785002296768,470000,23451,cheetah_run_sparse
48,480.0,724.1982308183675,480000,23451,cheetah_run_sparse
49,490.0,725.8372279140062,490000,23451,cheetah_run_sparse
50,500.0,716.6977560955245,500000,23451,cheetah_run_sparse
0,0.0,0.0,0,12345,cheetah_run_sparse
1,10.0,0.0,10000,12345,cheetah_run_sparse
2,20.0,0.0,20000,12345,cheetah_run_sparse
3,30.0,0.0,30000,12345,cheetah_run_sparse
4,40.0,2.9770052353485177,40000,12345,cheetah_run_sparse
5,50.0,0.0,50000,12345,cheetah_run_sparse
6,60.0,10.748823988817497,60000,12345,cheetah_run_sparse
7,70.0,0.0,70000,12345,cheetah_run_sparse
8,80.0,25.29620020363688,80000,12345,cheetah_run_sparse
9,90.0,81.40937833058807,90000,12345,cheetah_run_sparse
10,100.0,107.6413166441132,100000,12345,cheetah_run_sparse
11,110.0,180.8746656765434,110000,12345,cheetah_run_sparse
12,120.0,191.86821871473686,120000,12345,cheetah_run_sparse
13,130.0,253.81231201974214,130000,12345,cheetah_run_sparse
14,140.0,207.36595281845158,140000,12345,cheetah_run_sparse
15,150.0,346.22702776682496,150000,12345,cheetah_run_sparse
16,160.0,317.53704767651965,160000,12345,cheetah_run_sparse
17,170.0,385.5622057784994,170000,12345,cheetah_run_sparse
18,180.0,429.0577276011997,180000,12345,cheetah_run_sparse
19,190.0,407.9288296433619,190000,12345,cheetah_run_sparse
20,200.0,448.2575161056466,200000,12345,cheetah_run_sparse
21,210.0,448.15624418638384,210000,12345,cheetah_run_sparse
22,220.0,451.7074041959846,220000,12345,cheetah_run_sparse
23,230.0,449.2631791010128,230000,12345,cheetah_run_sparse
24,240.0,455.4367309336527,240000,12345,cheetah_run_sparse
25,250.0,448.3022227888714,250000,12345,cheetah_run_sparse
26,260.0,357.4847099379878,260000,12345,cheetah_run_sparse
27,270.0,433.4852579871984,270000,12345,cheetah_run_sparse
28,280.0,477.59289158641616,280000,12345,cheetah_run_sparse
29,290.0,458.632645797538,290000,12345,cheetah_run_sparse
30,300.0,406.9145755676426,300000,12345,cheetah_run_sparse
31,310.0,527.0261790750702,310000,12345,cheetah_run_sparse
32,320.0,524.1462305318237,320000,12345,cheetah_run_sparse
33,330.0,455.83232377194634,330000,12345,cheetah_run_sparse
34,340.0,196.08266017764905,340000,12345,cheetah_run_sparse
35,350.0,478.4233036680671,350000,12345,cheetah_run_sparse
36,360.0,233.80076728282376,360000,12345,cheetah_run_sparse
37,370.0,585.9114095446773,370000,12345,cheetah_run_sparse
38,380.0,556.1878463442587,380000,12345,cheetah_run_sparse
39,390.0,432.8439025477732,390000,12345,cheetah_run_sparse
40,400.0,528.3631601692256,400000,12345,cheetah_run_sparse
41,410.0,443.9817209066483,410000,12345,cheetah_run_sparse
42,420.0,547.8625127990626,420000,12345,cheetah_run_sparse
43,430.0,430.2003576145065,430000,12345,cheetah_run_sparse
44,440.0,538.3585141477039,440000,12345,cheetah_run_sparse
45,450.0,582.5567205637047,450000,12345,cheetah_run_sparse
46,460.0,473.392146276198,460000,12345,cheetah_run_sparse
47,470.0,613.385954353857,470000,12345,cheetah_run_sparse
48,480.0,593.836132028589,480000,12345,cheetah_run_sparse
49,490.0,633.4589662655786,490000,12345,cheetah_run_sparse
50,500.0,629.047885671808,500000,12345,cheetah_run_sparse
0,0.0,0.0,0,34512,cheetah_run_sparse
1,10.0,0.0,10000,34512,cheetah_run_sparse
2,20.0,0.0,20000,34512,cheetah_run_sparse
3,30.0,5.763269629452517,30000,34512,cheetah_run_sparse
4,40.0,79.78358991058457,40000,34512,cheetah_run_sparse
5,50.0,153.67166960122162,50000,34512,cheetah_run_sparse
6,60.0,180.76661655518146,60000,34512,cheetah_run_sparse
7,70.0,79.75439300514475,70000,34512,cheetah_run_sparse
8,80.0,300.6660402775829,80000,34512,cheetah_run_sparse
9,90.0,165.38481226695978,90000,34512,cheetah_run_sparse
10,100.0,179.2365569477019,100000,34512,cheetah_run_sparse
11,110.0,82.56582715841361,110000,34512,cheetah_run_sparse
12,120.0,361.4372202019164,120000,34512,cheetah_run_sparse
13,130.0,479.84739814682206,130000,34512,cheetah_run_sparse
14,140.0,469.38381708573945,140000,34512,cheetah_run_sparse
15,150.0,528.2773935689919,150000,34512,cheetah_run_sparse
16,160.0,169.27772599025818,160000,34512,cheetah_run_sparse
17,170.0,516.9687284829247,170000,34512,cheetah_run_sparse
18,180.0,502.36672712942396,180000,34512,cheetah_run_sparse
19,190.0,509.5131884481455,190000,34512,cheetah_run_sparse
20,200.0,494.2932498379123,200000,34512,cheetah_run_sparse
21,210.0,479.4347172387793,210000,34512,cheetah_run_sparse
22,220.0,487.7869170151888,220000,34512,cheetah_run_sparse
23,230.0,496.32666120006513,230000,34512,cheetah_run_sparse
24,240.0,504.8369054298616,240000,34512,cheetah_run_sparse
25,250.0,510.74773910181096,250000,34512,cheetah_run_sparse
26,260.0,514.1309275747262,260000,34512,cheetah_run_sparse
27,270.0,485.8709621166742,270000,34512,cheetah_run_sparse
28,280.0,534.516064676314,280000,34512,cheetah_run_sparse
29,290.0,522.5682792828209,290000,34512,cheetah_run_sparse
30,300.0,511.84621341270747,300000,34512,cheetah_run_sparse
31,310.0,570.1592888920111,310000,34512,cheetah_run_sparse
32,320.0,561.7600777839763,320000,34512,cheetah_run_sparse
33,330.0,492.28004987470274,330000,34512,cheetah_run_sparse
34,340.0,545.7223673058381,340000,34512,cheetah_run_sparse
35,350.0,549.005007396029,350000,34512,cheetah_run_sparse
36,360.0,547.5194338915502,360000,34512,cheetah_run_sparse
37,370.0,557.5876211747857,370000,34512,cheetah_run_sparse
38,380.0,566.4767160863324,380000,34512,cheetah_run_sparse
39,390.0,559.2994341602996,390000,34512,cheetah_run_sparse
40,400.0,508.6045211964364,400000,34512,cheetah_run_sparse
41,410.0,607.9236636923549,410000,34512,cheetah_run_sparse
42,420.0,557.065568151364,420000,34512,cheetah_run_sparse
43,430.0,525.5210373149281,430000,34512,cheetah_run_sparse
44,440.0,563.5074733896348,440000,34512,cheetah_run_sparse
45,450.0,598.6982186718423,450000,34512,cheetah_run_sparse
46,460.0,589.9543532763058,460000,34512,cheetah_run_sparse
47,470.0,487.4487917307703,470000,34512,cheetah_run_sparse
48,480.0,608.5203450510338,480000,34512,cheetah_run_sparse
49,490.0,551.9271789984439,490000,34512,cheetah_run_sparse
50,500.0,594.0403593754294,500000,34512,cheetah_run_sparse
0,0.0,0.0,0,51234,cheetah_run_sparse
1,10.0,0.0,10000,51234,cheetah_run_sparse
2,20.0,0.0,20000,51234,cheetah_run_sparse
3,30.0,1.9557387417833527,30000,51234,cheetah_run_sparse
4,40.0,38.9310222862458,40000,51234,cheetah_run_sparse
5,50.0,43.64950224639015,50000,51234,cheetah_run_sparse
6,60.0,20.89770232044097,60000,51234,cheetah_run_sparse
7,70.0,43.98666778967865,70000,51234,cheetah_run_sparse
8,80.0,106.47382367636759,80000,51234,cheetah_run_sparse
9,90.0,130.61895198362052,90000,51234,cheetah_run_sparse
10,100.0,110.90480442066284,100000,51234,cheetah_run_sparse
11,110.0,150.23813911859082,110000,51234,cheetah_run_sparse
12,120.0,183.7288740970396,120000,51234,cheetah_run_sparse
13,130.0,301.11332769360973,130000,51234,cheetah_run_sparse
14,140.0,307.0403392029362,140000,51234,cheetah_run_sparse
15,150.0,193.9184900527748,150000,51234,cheetah_run_sparse
16,160.0,339.01903420707436,160000,51234,cheetah_run_sparse
17,170.0,319.54935166405886,170000,51234,cheetah_run_sparse
18,180.0,285.65529299264614,180000,51234,cheetah_run_sparse
19,190.0,321.57614020119564,190000,51234,cheetah_run_sparse
20,200.0,386.6907553872013,200000,51234,cheetah_run_sparse
21,210.0,378.0119522208194,210000,51234,cheetah_run_sparse
22,220.0,346.72054685954237,220000,51234,cheetah_run_sparse
23,230.0,391.0174849675972,230000,51234,cheetah_run_sparse
24,240.0,334.99769627451536,240000,51234,cheetah_run_sparse
25,250.0,378.2217828610186,250000,51234,cheetah_run_sparse
26,260.0,413.0242191836762,260000,51234,cheetah_run_sparse
27,270.0,409.7030833183635,270000,51234,cheetah_run_sparse
28,280.0,385.7168904481048,280000,51234,cheetah_run_sparse
29,290.0,86.35928730207209,290000,51234,cheetah_run_sparse
30,300.0,430.7843423492511,300000,51234,cheetah_run_sparse
31,310.0,364.8915249719167,310000,51234,cheetah_run_sparse
32,320.0,391.6103877465473,320000,51234,cheetah_run_sparse
33,330.0,259.65601713483954,330000,51234,cheetah_run_sparse
34,340.0,408.8521592590012,340000,51234,cheetah_run_sparse
35,350.0,422.8889714981454,350000,51234,cheetah_run_sparse
36,360.0,383.64965829562897,360000,51234,cheetah_run_sparse
37,370.0,399.47939873184754,370000,51234,cheetah_run_sparse
38,380.0,284.14679054841116,380000,51234,cheetah_run_sparse
39,390.0,376.125344347082,390000,51234,cheetah_run_sparse
40,400.0,436.2902220458315,400000,51234,cheetah_run_sparse
41,410.0,423.58221686790114,410000,51234,cheetah_run_sparse
42,420.0,366.93635504872714,420000,51234,cheetah_run_sparse
43,430.0,335.4901253390012,430000,51234,cheetah_run_sparse
44,440.0,457.58721364740273,440000,51234,cheetah_run_sparse
45,450.0,473.45568575131654,450000,51234,cheetah_run_sparse
46,460.0,469.54619068163566,460000,51234,cheetah_run_sparse
47,470.0,404.2418916360333,470000,51234,cheetah_run_sparse
48,480.0,461.7248880292525,480000,51234,cheetah_run_sparse
49,490.0,347.1535392454026,490000,51234,cheetah_run_sparse
50,500.0,479.68579016448695,500000,51234,cheetah_run_sparse
0,0.0,0.0,0,45123,cheetah_run_sparse
1,10.0,0.0,10000,45123,cheetah_run_sparse
2,20.0,4.0513395290137435,20000,45123,cheetah_run_sparse
3,30.0,11.121781255656524,30000,45123,cheetah_run_sparse
4,40.0,120.91838473900779,40000,45123,cheetah_run_sparse
5,50.0,131.3235544274693,50000,45123,cheetah_run_sparse
6,60.0,119.64089762267307,60000,45123,cheetah_run_sparse
7,70.0,154.94032108204257,70000,45123,cheetah_run_sparse
8,80.0,180.44105451632907,80000,45123,cheetah_run_sparse
9,90.0,226.10647487613682,90000,45123,cheetah_run_sparse
10,100.0,126.79671070258514,100000,45123,cheetah_run_sparse
11,110.0,252.6078420723083,110000,45123,cheetah_run_sparse
12,120.0,235.46153759703952,120000,45123,cheetah_run_sparse
13,130.0,362.8762407606404,130000,45123,cheetah_run_sparse
14,140.0,340.35442821197984,140000,45123,cheetah_run_sparse
15,150.0,278.53557735905855,150000,45123,cheetah_run_sparse
16,160.0,395.01102645179327,160000,45123,cheetah_run_sparse
17,170.0,294.6565942174498,170000,45123,cheetah_run_sparse
18,180.0,431.76410789912245,180000,45123,cheetah_run_sparse
19,190.0,466.13399026664587,190000,45123,cheetah_run_sparse
20,200.0,445.1288117557351,200000,45123,cheetah_run_sparse
21,210.0,497.8842102237237,210000,45123,cheetah_run_sparse
22,220.0,512.0771293986643,220000,45123,cheetah_run_sparse
23,230.0,538.7738491138978,230000,45123,cheetah_run_sparse
24,240.0,494.9869352023329,240000,45123,cheetah_run_sparse
25,250.0,465.3097544417284,250000,45123,cheetah_run_sparse
26,260.0,492.92584423372983,260000,45123,cheetah_run_sparse
27,270.0,508.15488960701805,270000,45123,cheetah_run_sparse
28,280.0,512.8198325413587,280000,45123,cheetah_run_sparse
29,290.0,510.64660222187575,290000,45123,cheetah_run_sparse
30,300.0,541.2255197000861,300000,45123,cheetah_run_sparse
31,310.0,5.677174765918021,310000,45123,cheetah_run_sparse
32,320.0,524.4231788829233,320000,45123,cheetah_run_sparse
33,330.0,534.6910582362161,330000,45123,cheetah_run_sparse
34,340.0,551.9832733120471,340000,45123,cheetah_run_sparse
35,350.0,573.7361182003575,350000,45123,cheetah_run_sparse
36,360.0,502.6750872867381,360000,45123,cheetah_run_sparse
37,370.0,548.978053770103,370000,45123,cheetah_run_sparse
38,380.0,603.9914198278233,380000,45123,cheetah_run_sparse
39,390.0,577.4236105173228,390000,45123,cheetah_run_sparse
40,400.0,513.2773843048144,400000,45123,cheetah_run_sparse
41,410.0,581.8063728804508,410000,45123,cheetah_run_sparse
42,420.0,588.4681324058213,420000,45123,cheetah_run_sparse
43,430.0,604.9739252876617,430000,45123,cheetah_run_sparse
44,440.0,606.5517747274716,440000,45123,cheetah_run_sparse
45,450.0,435.2910111976192,450000,45123,cheetah_run_sparse
46,460.0,600.3791482222904,460000,45123,cheetah_run_sparse
47,470.0,625.2235947460001,470000,45123,cheetah_run_sparse
48,480.0,632.7280301425701,480000,45123,cheetah_run_sparse
49,490.0,604.0290956750583,490000,45123,cheetah_run_sparse
50,500.0,588.7208575709087,500000,45123,cheetah_run_sparse
0,0.0,0.009942046944254324,0,12345,hopper_hop
1,10.0,0.00017373099332432807,10000,12345,hopper_hop
2,20.0,0.8421698586161671,20000,12345,hopper_hop
3,30.0,1.6083243460626349,30000,12345,hopper_hop
4,40.0,0.5312247562892803,40000,12345,hopper_hop
5,50.0,0.8358142351721002,50000,12345,hopper_hop
6,60.0,19.413876766186647,60000,12345,hopper_hop
7,70.0,37.906316224647306,70000,12345,hopper_hop
8,80.0,60.593218394201,80000,12345,hopper_hop
9,90.0,46.04365728309231,90000,12345,hopper_hop
10,100.0,103.42237832049007,100000,12345,hopper_hop
11,110.0,96.79206184716415,110000,12345,hopper_hop
12,120.0,117.96289460868088,120000,12345,hopper_hop
13,130.0,109.54959085761202,130000,12345,hopper_hop
14,140.0,135.50971639875462,140000,12345,hopper_hop
15,150.0,146.01720686077152,150000,12345,hopper_hop
16,160.0,142.63941277139506,160000,12345,hopper_hop
17,170.0,149.40137840762335,170000,12345,hopper_hop
18,180.0,157.66657797164208,180000,12345,hopper_hop
19,190.0,179.31248628758289,190000,12345,hopper_hop
20,200.0,174.40824311257808,200000,12345,hopper_hop
21,210.0,167.06568781641477,210000,12345,hopper_hop
22,220.0,165.02850570335258,220000,12345,hopper_hop
23,230.0,165.72180241592096,230000,12345,hopper_hop
24,240.0,159.94520135465916,240000,12345,hopper_hop
25,250.0,178.41526157658592,250000,12345,hopper_hop
26,260.0,181.17496655172764,260000,12345,hopper_hop
27,270.0,170.97314375500167,270000,12345,hopper_hop
28,280.0,169.36282556632827,280000,12345,hopper_hop
29,290.0,177.64307311904892,290000,12345,hopper_hop
30,300.0,176.1309118331302,300000,12345,hopper_hop
31,310.0,185.04438007025752,310000,12345,hopper_hop
32,320.0,183.34601424933777,320000,12345,hopper_hop
33,330.0,161.91350547308502,330000,12345,hopper_hop
34,340.0,192.89447719091126,340000,12345,hopper_hop
35,350.0,192.2697230983237,350000,12345,hopper_hop
36,360.0,193.72887715379125,360000,12345,hopper_hop
37,370.0,164.53783062633983,370000,12345,hopper_hop
38,380.0,185.76323612545502,380000,12345,hopper_hop
39,390.0,200.00127934521146,390000,12345,hopper_hop
40,400.0,180.98715370629802,400000,12345,hopper_hop
41,410.0,194.17629856458439,410000,12345,hopper_hop
42,420.0,199.4639497473217,420000,12345,hopper_hop
43,430.0,211.64426871118167,430000,12345,hopper_hop
44,440.0,187.1986657553373,440000,12345,hopper_hop
45,450.0,203.3580826934037,450000,12345,hopper_hop
46,460.0,201.19087702112492,460000,12345,hopper_hop
47,470.0,189.1234713259417,470000,12345,hopper_hop
48,480.0,202.9962000501213,480000,12345,hopper_hop
49,490.0,203.54573248565518,490000,12345,hopper_hop
50,500.0,216.84579501941482,500000,12345,hopper_hop
0,0.0,0.2704860860596262,0,34512,hopper_hop
1,10.0,0.08601808779847496,10000,34512,hopper_hop
2,20.0,0.9820592983627806,20000,34512,hopper_hop
3,30.0,0.2673225187328373,30000,34512,hopper_hop
4,40.0,1.5824736451293426,40000,34512,hopper_hop
5,50.0,3.4472613902931277,50000,34512,hopper_hop
6,60.0,0.5888920161679346,60000,34512,hopper_hop
7,70.0,14.568004250315216,70000,34512,hopper_hop
8,80.0,18.47452013423266,80000,34512,hopper_hop
9,90.0,44.75794742028632,90000,34512,hopper_hop
10,100.0,48.32693561189354,100000,34512,hopper_hop
11,110.0,81.83819977243364,110000,34512,hopper_hop
12,120.0,75.23019751507655,120000,34512,hopper_hop
13,130.0,83.79611735455629,130000,34512,hopper_hop
14,140.0,112.80639080124628,140000,34512,hopper_hop
15,150.0,117.49492363169158,150000,34512,hopper_hop
16,160.0,122.45820984241215,160000,34512,hopper_hop
17,170.0,121.67697031318887,170000,34512,hopper_hop
18,180.0,137.07636879158466,180000,34512,hopper_hop
19,190.0,146.32859084993396,190000,34512,hopper_hop
20,200.0,146.0567594256733,200000,34512,hopper_hop
21,210.0,154.87635743729362,210000,34512,hopper_hop
22,220.0,160.14288766709092,220000,34512,hopper_hop
