,episode_reward,step,seed,env
0,14.419140815734863,5000,12345,acrobot_swingup
1,0.31260260939598083,15000,12345,acrobot_swingup
2,0.014145971275866032,25000,12345,acrobot_swingup
3,5.739677830240986e-12,35000,12345,acrobot_swingup
4,1.5661472082138062,45000,12345,acrobot_swingup
5,0.29478806257247925,55000,12345,acrobot_swingup
6,0.12347200512886047,65000,12345,acrobot_swingup
7,0.327773779630661,75000,12345,acrobot_swingup
8,0.12815210223197937,85000,12345,acrobot_swingup
9,7.013829231262207,95000,12345,acrobot_swingup
10,15.545419692993164,105000,12345,acrobot_swingup
11,63.71528625488281,115000,12345,acrobot_swingup
12,94.83613586425781,125000,12345,acrobot_swingup
13,10.189621925354004,135000,12345,acrobot_swingup
14,55.83831787109375,145000,12345,acrobot_swingup
15,118.17399597167969,155000,12345,acrobot_swingup
16,96.4779281616211,165000,12345,acrobot_swingup
17,0.07376506924629211,175000,12345,acrobot_swingup
18,76.73934173583984,185000,12345,acrobot_swingup
19,18.026836395263672,195000,12345,acrobot_swingup
20,12.439643859863281,205000,12345,acrobot_swingup
21,28.771652221679688,215000,12345,acrobot_swingup
22,52.16130065917969,225000,12345,acrobot_swingup
23,96.84711456298828,235000,12345,acrobot_swingup
24,34.29171371459961,245000,12345,acrobot_swingup
25,7.512577533721924,255000,12345,acrobot_swingup
26,53.08562469482422,265000,12345,acrobot_swingup
27,0.07261840999126434,275000,12345,acrobot_swingup
28,55.51226043701172,285000,12345,acrobot_swingup
29,45.28654098510742,295000,12345,acrobot_swingup
30,136.91355895996094,305000,12345,acrobot_swingup
31,0.24043947458267212,315000,12345,acrobot_swingup
32,14.852215766906738,325000,12345,acrobot_swingup
33,27.621597290039062,335000,12345,acrobot_swingup
34,8.692323684692383,345000,12345,acrobot_swingup
35,1.6675604581832886,355000,12345,acrobot_swingup
36,76.1595458984375,365000,12345,acrobot_swingup
37,78.7204360961914,375000,12345,acrobot_swingup
38,0.7357441186904907,385000,12345,acrobot_swingup
39,27.789134979248047,395000,12345,acrobot_swingup
40,89.1587905883789,405000,12345,acrobot_swingup
41,0.3221169710159302,415000,12345,acrobot_swingup
42,106.44613647460938,425000,12345,acrobot_swingup
43,126.56585693359375,435000,12345,acrobot_swingup
44,26.355350494384766,445000,12345,acrobot_swingup
45,77.35121154785156,455000,12345,acrobot_swingup
46,70.69283294677734,465000,12345,acrobot_swingup
47,114.68832397460938,475000,12345,acrobot_swingup
48,59.819881439208984,485000,12345,acrobot_swingup
49,127.35923767089844,495000,12345,acrobot_swingup
0,1.0809999704360962,5000,23451,acrobot_swingup
1,1.0218905210494995,15000,23451,acrobot_swingup
2,96.34382629394531,25000,23451,acrobot_swingup
3,38.367340087890625,35000,23451,acrobot_swingup
4,161.22032165527344,45000,23451,acrobot_swingup
5,48.02181625366211,55000,23451,acrobot_swingup
6,74.39729309082031,65000,23451,acrobot_swingup
7,0.2294006198644638,75000,23451,acrobot_swingup
8,0.00014528026804327965,85000,23451,acrobot_swingup
9,0.1028241366147995,95000,23451,acrobot_swingup
10,6.795288562774658,105000,23451,acrobot_swingup
11,0.37149009108543396,115000,23451,acrobot_swingup
12,59.902305603027344,125000,23451,acrobot_swingup
13,19.775156021118164,135000,23451,acrobot_swingup
14,66.9176254272461,145000,23451,acrobot_swingup
15,3.7664053440093994,155000,23451,acrobot_swingup
16,7.835378646850586,165000,23451,acrobot_swingup
17,0.28645458817481995,175000,23451,acrobot_swingup
18,46.69676208496094,185000,23451,acrobot_swingup
19,0.38245856761932373,195000,23451,acrobot_swingup
20,48.91475296020508,205000,23451,acrobot_swingup
21,54.24276351928711,215000,23451,acrobot_swingup
22,14.435009002685547,225000,23451,acrobot_swingup
23,42.16969299316406,235000,23451,acrobot_swingup
24,109.07429504394531,245000,23451,acrobot_swingup
25,53.504512786865234,255000,23451,acrobot_swingup
26,43.178924560546875,265000,23451,acrobot_swingup
27,36.818115234375,275000,23451,acrobot_swingup
28,37.772972106933594,285000,23451,acrobot_swingup
29,76.16227722167969,295000,23451,acrobot_swingup
30,8.342880249023438,305000,23451,acrobot_swingup
31,66.43670654296875,315000,23451,acrobot_swingup
32,4.4483642578125,325000,23451,acrobot_swingup
33,104.19259643554688,335000,23451,acrobot_swingup
34,96.83639526367188,345000,23451,acrobot_swingup
35,148.6261749267578,355000,23451,acrobot_swingup
36,142.21824645996094,365000,23451,acrobot_swingup
37,164.23568725585938,375000,23451,acrobot_swingup
38,79.03056335449219,385000,23451,acrobot_swingup
39,72.48602294921875,395000,23451,acrobot_swingup
40,71.81907653808594,405000,23451,acrobot_swingup
41,349.02410888671875,415000,23451,acrobot_swingup
42,121.60041809082031,425000,23451,acrobot_swingup
43,0.06526967883110046,435000,23451,acrobot_swingup
44,221.55874633789062,445000,23451,acrobot_swingup
45,76.15019226074219,455000,23451,acrobot_swingup
46,47.398834228515625,465000,23451,acrobot_swingup
47,216.90771484375,475000,23451,acrobot_swingup
48,149.53001403808594,485000,23451,acrobot_swingup
49,36.826908111572266,495000,23451,acrobot_swingup
0,0.4221102297306061,5000,34512,acrobot_swingup
1,7.899380761955399e-06,15000,34512,acrobot_swingup
2,31.44363021850586,25000,34512,acrobot_swingup
3,2.5018720428704455e-09,35000,34512,acrobot_swingup
4,103.53504943847656,45000,34512,acrobot_swingup
5,74.07118225097656,55000,34512,acrobot_swingup
6,69.5819091796875,65000,34512,acrobot_swingup
7,0.006730652879923582,75000,34512,acrobot_swingup
8,124.59236145019531,85000,34512,acrobot_swingup
9,1.2033059704208426e-07,95000,34512,acrobot_swingup
10,0.08839750289916992,105000,34512,acrobot_swingup
11,136.50140380859375,115000,34512,acrobot_swingup
12,8.085032732196851e-07,125000,34512,acrobot_swingup
13,18.061676025390625,135000,34512,acrobot_swingup
14,18.80531883239746,145000,34512,acrobot_swingup
15,37.11184310913086,155000,34512,acrobot_swingup
16,46.686649322509766,165000,34512,acrobot_swingup
17,0.10156229138374329,175000,34512,acrobot_swingup
18,4.803723335266113,185000,34512,acrobot_swingup
19,64.02819061279297,195000,34512,acrobot_swingup
20,24.956218719482422,205000,34512,acrobot_swingup
21,80.72750854492188,215000,34512,acrobot_swingup
22,23.38308334350586,225000,34512,acrobot_swingup
23,42.92512512207031,235000,34512,acrobot_swingup
24,49.10430908203125,245000,34512,acrobot_swingup
25,44.333740234375,255000,34512,acrobot_swingup
26,75.13841247558594,265000,34512,acrobot_swingup
27,38.58448791503906,275000,34512,acrobot_swingup
28,0.16608425974845886,285000,34512,acrobot_swingup
29,12.365156173706055,295000,34512,acrobot_swingup
30,44.006439208984375,305000,34512,acrobot_swingup
31,48.076683044433594,315000,34512,acrobot_swingup
32,78.6543960571289,325000,34512,acrobot_swingup
33,13.347740173339844,335000,34512,acrobot_swingup
34,26.30230140686035,345000,34512,acrobot_swingup
35,69.66787719726562,355000,34512,acrobot_swingup
36,134.9795379638672,365000,34512,acrobot_swingup
37,15.0723876953125,375000,34512,acrobot_swingup
38,0.15063738822937012,385000,34512,acrobot_swingup
39,95.24547576904297,395000,34512,acrobot_swingup
40,68.26995849609375,405000,34512,acrobot_swingup
41,10.353870391845703,415000,34512,acrobot_swingup
42,84.45049285888672,425000,34512,acrobot_swingup
43,0.06265992671251297,435000,34512,acrobot_swingup
44,81.02833557128906,445000,34512,acrobot_swingup
45,107.95817565917969,455000,34512,acrobot_swingup
46,108.13292694091797,465000,34512,acrobot_swingup
47,121.6008071899414,475000,34512,acrobot_swingup
48,80.6609115600586,485000,34512,acrobot_swingup
49,77.91058349609375,495000,34512,acrobot_swingup
0,0.0,5000,12345,ball_in_cup_catch
1,0.0,15000,12345,ball_in_cup_catch
2,0.0,25000,12345,ball_in_cup_catch
3,0.0,35000,12345,ball_in_cup_catch
4,0.0,45000,12345,ball_in_cup_catch
5,0.0,55000,12345,ball_in_cup_catch
6,0.0,65000,12345,ball_in_cup_catch
7,24.0,75000,12345,ball_in_cup_catch
8,0.0,85000,12345,ball_in_cup_catch
9,0.0,95000,12345,ball_in_cup_catch
10,0.0,105000,12345,ball_in_cup_catch
11,0.0,115000,12345,ball_in_cup_catch
12,564.0,125000,12345,ball_in_cup_catch
13,957.0,135000,12345,ball_in_cup_catch
14,993.0,145000,12345,ball_in_cup_catch
15,0.0,155000,12345,ball_in_cup_catch
16,0.0,165000,12345,ball_in_cup_catch
17,0.0,175000,12345,ball_in_cup_catch
18,524.0,185000,12345,ball_in_cup_catch
19,787.0,195000,12345,ball_in_cup_catch
20,988.0,205000,12345,ball_in_cup_catch
21,0.0,215000,12345,ball_in_cup_catch
22,780.0,225000,12345,ball_in_cup_catch
23,526.0,235000,12345,ball_in_cup_catch
24,771.0,245000,12345,ball_in_cup_catch
25,775.0,255000,12345,ball_in_cup_catch
26,899.0,265000,12345,ball_in_cup_catch
27,989.0,275000,12345,ball_in_cup_catch
28,883.0,285000,12345,ball_in_cup_catch
29,939.0,295000,12345,ball_in_cup_catch
30,944.0,305000,12345,ball_in_cup_catch
31,929.0,315000,12345,ball_in_cup_catch
32,68.0,325000,12345,ball_in_cup_catch
33,948.0,335000,12345,ball_in_cup_catch
34,843.0,345000,12345,ball_in_cup_catch
35,983.0,355000,12345,ball_in_cup_catch
36,866.0,365000,12345,ball_in_cup_catch
37,667.0,375000,12345,ball_in_cup_catch
38,937.0,385000,12345,ball_in_cup_catch
39,953.0,395000,12345,ball_in_cup_catch
40,962.0,405000,12345,ball_in_cup_catch
41,953.0,415000,12345,ball_in_cup_catch
42,820.0,425000,12345,ball_in_cup_catch
43,914.0,435000,12345,ball_in_cup_catch
44,913.0,445000,12345,ball_in_cup_catch
45,927.0,455000,12345,ball_in_cup_catch
46,943.0,465000,12345,ball_in_cup_catch
47,878.0,475000,12345,ball_in_cup_catch
48,912.0,485000,12345,ball_in_cup_catch
49,0.0,495000,12345,ball_in_cup_catch
0,0.0,5000,23451,ball_in_cup_catch
1,0.0,15000,23451,ball_in_cup_catch
2,999.0,25000,23451,ball_in_cup_catch
3,0.0,35000,23451,ball_in_cup_catch
4,0.0,45000,23451,ball_in_cup_catch
5,0.0,55000,23451,ball_in_cup_catch
6,697.0,65000,23451,ball_in_cup_catch
7,513.0,75000,23451,ball_in_cup_catch
8,0.0,85000,23451,ball_in_cup_catch
9,22.0,95000,23451,ball_in_cup_catch
10,0.0,105000,23451,ball_in_cup_catch
11,0.0,115000,23451,ball_in_cup_catch
12,768.0,125000,23451,ball_in_cup_catch
13,81.0,135000,23451,ball_in_cup_catch
14,0.0,145000,23451,ball_in_cup_catch
15,0.0,155000,23451,ball_in_cup_catch
16,0.0,165000,23451,ball_in_cup_catch
17,0.0,175000,23451,ball_in_cup_catch
18,874.0,185000,23451,ball_in_cup_catch
19,733.0,195000,23451,ball_in_cup_catch
20,671.0,205000,23451,ball_in_cup_catch
